Pool name, Weekday, Start time, End time, Note
North Beach Pool,Saturday,3:30PM,5:00PM,Family Swim
North Beach Pool,Tuesday,3:30PM,5:00PM,Family Swim
North Beach Pool,Tuesday,5:30PM,6:30PM,Family Swim
North Beach Pool,Wednesday,4:15PM,5:30PM,Family Swim
North Beach Pool,Thursday,4:15PM,5:30PM,Family Swim
North Beach Pool,Friday,9:00AM,10:15AM,Family Swim
North Beach Pool,Friday,5:30PM,7:00PM,Family Swim
Rossi Pool,Saturday,10:45AM,12:30PM,Family Swim
Rossi Pool,Saturday,2:00PM,3:15PM,Family Swim
Rossi Pool,Tuesday,2:00PM,3:00PM,Family Swim
Rossi Pool,Wednesday,2:00PM,4:00PM,Family Swim
Rossi Pool,Thursday,2:00PM,3:00PM,Family Swim
Rossi Pool,Friday,11:00AM,12:30PM,Family Swim
Rossi Pool,Friday,4:30PM,7:00PM,Family Swim
Sava Pool,Saturday,11:30AM,3:00PM,Family Swim
Sava Pool,Saturday,4:00PM,7:30PM,Family Swim
Sava Pool,Tuesday,3:00PM,5:00PM,Family Swim
Sava Pool,Wednesday,3:00PM,5:00PM,Family Swim
Sava Pool,Thursday,3:00PM,5:00PM,Family Swim
Sava Pool,Friday,11:30AM,3:00PM,Family Swim
Sava Pool,Friday,4:00PM,7:30PM,Family Swim
